SRA_ID	Name	BioProject	SNPversity ID
SRR17046108	1018	PRJNA783885	1018_SRR17046108
SRR17046109	1017	PRJNA783885	1017_SRR17046109
SRR17046110	1016	PRJNA783885	1016_SRR17046110
SRR17046111	1015	PRJNA783885	1015_SRR17046111
SRR17046112	1153	PRJNA783885	1153_SRR17046112
SRR17046113	1152	PRJNA783885	1152_SRR17046113
SRR17046114	1151	PRJNA783885	1151_SRR17046114
SRR17046115	1150	PRJNA783885	1150_SRR17046115
SRR17046116	1149	PRJNA783885	1149_SRR17046116
SRR17046117	1148	PRJNA783885	1148_SRR17046117
SRR17046118	1147	PRJNA783885	1147_SRR17046118
SRR17046119	1	PRJNA783885	1_SRR17046119
SRR17046120	1145	PRJNA783885	1145_SRR17046120
SRR17046121	1144	PRJNA783885	1144_SRR17046121
SRR17046122	1143	PRJNA783885	1143_SRR17046122
SRR17046123	1142	PRJNA783885	1142_SRR17046123
SRR17046124	1141	PRJNA783885	1141_SRR17046124
SRR17046125	1140	PRJNA783885	1140_SRR17046125
SRR17046126	1139	PRJNA783885	1139_SRR17046126
SRR17046127	1138	PRJNA783885	1138_SRR17046127
SRR17046128	1136	PRJNA783885	1136_SRR17046128
SRR17046129	1135	PRJNA783885	1135_SRR17046129
SRR17046130	850	PRJNA783885	850_SRR17046130
SRR17046131	832	PRJNA783885	832_SRR17046131
SRR17046132	1134	PRJNA783885	1134_SRR17046132
SRR17046133	1133	PRJNA783885	1133_SRR17046133
SRR17046134	1132	PRJNA783885	1132_SRR17046134
SRR17046135	1131	PRJNA783885	1131_SRR17046135
SRR17046136	1130	PRJNA783885	1130_SRR17046136
SRR17046137	1129	PRJNA783885	1129_SRR17046137
SRR17046138	1128	PRJNA783885	1128_SRR17046138
SRR17046139	1127	PRJNA783885	1127_SRR17046139
SRR17046140	1126	PRJNA783885	1126_SRR17046140
SRR17046141	1125	PRJNA783885	1125_SRR17046141
SRR17046142	849	PRJNA783885	849_SRR17046142
SRR17046143	1124	PRJNA783885	1124_SRR17046143
SRR17046144	843	PRJNA783885	843_SRR17046144
SRR17046145	1061	PRJNA783885	1061_SRR17046145
SRR17046146	1059	PRJNA783885	1059_SRR17046146
SRR17046147	1058	PRJNA783885	1058_SRR17046147
SRR17046148	1057	PRJNA783885	1057_SRR17046148
SRR17046149	1056	PRJNA783885	1056_SRR17046149
SRR17046150	1055	PRJNA783885	1055_SRR17046150
SRR17046151	1054	PRJNA783885	1054_SRR17046151
SRR17046152	1053	PRJNA783885	1053_SRR17046152
SRR17046153	1052	PRJNA783885	1052_SRR17046153
SRR17046154	1051	PRJNA783885	1051_SRR17046154
SRR17046155	842	PRJNA783885	842_SRR17046155
SRR17046156	1050	PRJNA783885	1050_SRR17046156
SRR17046157	1049	PRJNA783885	1049_SRR17046157
SRR17046158	1048	PRJNA783885	1048_SRR17046158
SRR17046159	1047	PRJNA783885	1047_SRR17046159
SRR17046160	1046	PRJNA783885	1046_SRR17046160
SRR17046161	1045	PRJNA783885	1045_SRR17046161
SRR17046162	1044	PRJNA783885	1044_SRR17046162
SRR17046163	1043	PRJNA783885	1043_SRR17046163
SRR17046164	1042	PRJNA783885	1042_SRR17046164
SRR17046165	1041	PRJNA783885	1041_SRR17046165
SRR17046166	841	PRJNA783885	841_SRR17046166
SRR17046167	1040	PRJNA783885	1040_SRR17046167
SRR17046168	1039	PRJNA783885	1039_SRR17046168
SRR17046169	1038	PRJNA783885	1038_SRR17046169
SRR17046170	1037	PRJNA783885	1037_SRR17046170
SRR17046171	1036	PRJNA783885	1036_SRR17046171
SRR17046172	1035	PRJNA783885	1035_SRR17046172
SRR17046173	1034	PRJNA783885	1034_SRR17046173
SRR17046174	1033	PRJNA783885	1033_SRR17046174
SRR17046175	1032	PRJNA783885	1032_SRR17046175
SRR17046176	1031	PRJNA783885	1031_SRR17046176
SRR17046177	840	PRJNA783885	840_SRR17046177
SRR17046178	831	PRJNA783885	831_SRR17046178
SRR17046179	830	PRJNA783885	830_SRR17046179
SRR18441530	PI 306617	PRJNA816255	PI 306617_SRR18441530
SRR18441531	PI 306615	PRJNA816255	PI 306615_SRR18441531
SRR18441532	Ames 21879	PRJNA816255	Ames 21879_SRR18441532
SRR18441533	Ames 21878	PRJNA816255	Ames 21878_SRR18441533
SRR18441534	Ames 21877	PRJNA816255	Ames 21877_SRR18441534
SRR18441535	Ames 21867	PRJNA816255	Ames 21867_SRR18441535
SRR18441536	RIMH001	PRJNA816255	RIMH001_SRR18441536
SRR18441537	RRA-14	PRJNA816255	RRA-14_SRR18441537
SRR18441538	RID0009	PRJNA816255	RID0009_SRR18441538
SRR18441539	Ames 21865	PRJNA816255	Ames 21865_SRR18441539
SRR18441540	RID0008	PRJNA816255	RID0008_SRR18441540
SRR18441541	RID0007	PRJNA816255	RID0007_SRR18441541
SRR18441542	RID0006	PRJNA816255	RID0006_SRR18441542
SRR18441543	RID0005	PRJNA816255	RID0005_SRR18441543
SRR18441544	PI 462368	PRJNA816255	PI 462368_SRR18441544
SRR18441545	PI 441932	PRJNA816255	PI 441932_SRR18441545
SRR18441546	PI 441931	PRJNA816255	PI 441931_SRR18441546
SRR18441547	PI 441929	PRJNA816255	PI 441929_SRR18441547
SRR18441548	Ames 2317	PRJNA816255	Ames 2317_SRR18441548
SRR18441549	Ames 21884	PRJNA816255	Ames 21884_SRR18441549
SRR18441550	Ames 21864	PRJNA816255	Ames 21864_SRR18441550
SRR18441551	Ames 21882	PRJNA816255	Ames 21882_SRR18441551
SRR18441552	Ames 21875	PRJNA816255	Ames 21875_SRR18441552
SRR18441553	Ames 21874	PRJNA816255	Ames 21874_SRR18441553
SRR18441554	Ames 21873	PRJNA816255	Ames 21873_SRR18441554
SRR18441555	Ames 21872	PRJNA816255	Ames 21872_SRR18441555
SRR18441556	Ames 21871	PRJNA816255	Ames 21871_SRR18441556
SRR18441557	Ames 21870	PRJNA816255	Ames 21870_SRR18441557
SRR18441558	RIN1	PRJNA816255	RIN1_SRR18441558
SRR18441559	RIL2	PRJNA816255	RIL2_SRR18441559
SRR18441560	RIL003	PRJNA816255	RIL003_SRR18441560
SRR18441561	Ames 21863	PRJNA816255	Ames 21863_SRR18441561
SRR18458783	5D3_2	PRJNA816255	5D3_2_SRR18458783
SRR18458784	5D2_5	PRJNA816255	5D2_5_SRR18458784
SRR18458785	5D2_3	PRJNA816255	5D2_3_SRR18458785
SRR18458786	5D2_2	PRJNA816255	5D2_2_SRR18458786
SRR18458787	5D1_5	PRJNA816255	5D1_5_SRR18458787
SRR18458788	5D1_3	PRJNA816255	5D1_3_SRR18458788
SRR18458789	5D1_2	PRJNA816255	5D1_2_SRR18458789
SRR18458790	Hmes-21875	PRJNA816255	Hmes-21875_SRR18458790
SRR18458791	5D2	PRJNA816255	5D2_SRR18458791
SRR18458792	5D1	PRJNA816255	5D1_SRR18458792
SRR18458793	6.00E+06	PRJNA816255	6.00E+06_SRR18458793
SRR18458794	5D7_5	PRJNA816255	5D7_5_SRR18458794
SRR18458795	6E6_5	PRJNA816255	6E6_5_SRR18458795
SRR18458796	5D7_3	PRJNA816255	5D7_3_SRR18458796
SRR18458797	5D7_2	PRJNA816255	5D7_2_SRR18458797
SRR18458798	5D6_5	PRJNA816255	5D6_5_SRR18458798
SRR18458799	5D6_3	PRJNA816255	5D6_3_SRR18458799
SRR18458800	5D6_2	PRJNA816255	5D6_2_SRR18458800
SRR18458801	5D5_5	PRJNA816255	5D5_5_SRR18458801
SRR18458802	5D5_3	PRJNA816255	5D5_3_SRR18458802
SRR18458803	5D5_2	PRJNA816255	5D5_2_SRR18458803
SRR18458804	5D3_5	PRJNA816255	5D3_5_SRR18458804
SRR18458805	5D3_3	PRJNA816255	5D3_3_SRR18458805
SRR18458806	6E6_3	PRJNA816255	6E6_3_SRR18458806
SRR18458807	6E6_2	PRJNA816255	6E6_2_SRR18458807
SRR2527695	F283	PRJNA260788	F283_SRR2527695
SRR2527696	F353	PRJNA260788	F353_SRR2527696
SRR2858648	RIMMA0383	PRJNA300309	RIMMA0383_SRR2858648
SRR2858657	RIMMA0383	PRJNA300309	RIMMA0383_SRR2858657
SRR2859791	RIMMA0384	PRJNA300309	RIMMA0384_SRR2859791
SRR2859793	RIMMA0384	PRJNA300309	RIMMA0384_SRR2859793
SRR2859795	RIMMA0387	PRJNA300309	RIMMA0387_SRR2859795
SRR2859796	RIMMA0387	PRJNA300309	RIMMA0387_SRR2859796
SRR2886831	RIMMA0415	PRJNA300309	RIMMA0415_SRR2886831
SRR2886832	RIMMA0415	PRJNA300309	RIMMA0415_SRR2886832
SRR2886833	RIMMA0670	PRJNA300309	RIMMA0670_SRR2886833
SRR2886834	RIMMA0670	PRJNA300309	RIMMA0670_SRR2886834
SRR2886856	RIMMA0672	PRJNA300309	RIMMA0672_SRR2886856
SRR2886869	RIMMA0672	PRJNA300309	RIMMA0672_SRR2886869
SRR2886873	RIMMA0720	PRJNA300309	RIMMA0720_SRR2886873
SRR2886874	RIMMA0720	PRJNA300309	RIMMA0720_SRR2886874
SRR2886875	RIMMA1007	PRJNA300309	RIMMA1007_SRR2886875
SRR2886876	RIMMA1007	PRJNA300309	RIMMA1007_SRR2886876
SRR2886877	RIMMA1012	PRJNA300309	RIMMA1012_SRR2886877
SRR2886878	RIMMA1012	PRJNA300309	RIMMA1012_SRR2886878
SRR2886904	RIMMA0390	PRJNA300309	RIMMA0390_SRR2886904
SRR2886906	RIMMA0390	PRJNA300309	RIMMA0390_SRR2886906
SRR2889568	RIMMA0392	PRJNA300309	RIMMA0392_SRR2889568
SRR2889569	RIMMA0392	PRJNA300309	RIMMA0392_SRR2889569
SRR2889570	RIMMA0393	PRJNA300309	RIMMA0393_SRR2889570
SRR2889571	RIMMA0393	PRJNA300309	RIMMA0393_SRR2889571
SRR2889573	RIMMA0409	PRJNA300309	RIMMA0409_SRR2889573
SRR2889574	RIMMA0409	PRJNA300309	RIMMA0409_SRR2889574
SRR2889575	RIMMA0421	PRJNA300309	RIMMA0421_SRR2889575
SRR2889576	RIMMA0421	PRJNA300309	RIMMA0421_SRR2889576
SRR2889577	RIMMA0662	PRJNA300309	RIMMA0662_SRR2889577
SRR2889578	RIMMA0662	PRJNA300309	RIMMA0662_SRR2889578
SRR2889579	RIMMA0703	PRJNA300309	RIMMA0703_SRR2889579
SRR2889580	RIMMA0703	PRJNA300309	RIMMA0703_SRR2889580
SRR2889581	RIMMA0399	PRJNA300309	RIMMA0399_SRR2889581
SRR2889583	RIMMA0399	PRJNA300309	RIMMA0399_SRR2889583
SRR2889669	RIMMA0395	PRJNA300309	RIMMA0395_SRR2889669
SRR2889672	RIMMA0395	PRJNA300309	RIMMA0395_SRR2889672
SRR2889676	RIMMA0398	PRJNA300309	RIMMA0398_SRR2889676
SRR2889677	RIMMA0398	PRJNA300309	RIMMA0398_SRR2889677
SRR2889678	RIMMA0398	PRJNA300309	RIMMA0398_SRR2889678
SRR2889688	RIMMA0466	PRJNA300309	RIMMA0466_SRR2889688
SRR2889689	RIMMA0466	PRJNA300309	RIMMA0466_SRR2889689
SRR2889690	RIMMA0466	PRJNA300309	RIMMA0466_SRR2889690
SRR2889702	RIMMA0625	PRJNA300309	RIMMA0625_SRR2889702
SRR2889704	RIMMA0625	PRJNA300309	RIMMA0625_SRR2889704
SRR2889705	RIMMA0625	PRJNA300309	RIMMA0625_SRR2889705
SRR2889706	RIMMA0438	PRJNA300309	RIMMA0438_SRR2889706
SRR2889707	RIMMA0438	PRJNA300309	RIMMA0438_SRR2889707
SRR2889708	RIMMA0438	PRJNA300309	RIMMA0438_SRR2889708
SRR2889709	RIMMA0438	PRJNA300309	RIMMA0438_SRR2889709
SRR2889710	RIMMA1008	PRJNA300309	RIMMA1008_SRR2889710
SRR2889711	RIMMA1008	PRJNA300309	RIMMA1008_SRR2889711
SRR2890159	RIMMA0626	PRJNA300309	RIMMA0626_SRR2890159
SRR2890160	RIMMA0626	PRJNA300309	RIMMA0626_SRR2890160
SRR2890161	RIMMA0677	PRJNA300309	RIMMA0677_SRR2890161
SRR2890162	RIMMA0677	PRJNA300309	RIMMA0677_SRR2890162
SRR2890163	RIMMA0733	PRJNA300309	RIMMA0733_SRR2890163
SRR2890164	RIMMA0733	PRJNA300309	RIMMA0733_SRR2890164
SRR2890165	RIMMA1010	PRJNA300309	RIMMA1010_SRR2890165
SRR2890166	RIMMA1010	PRJNA300309	RIMMA1010_SRR2890166
SRR2890167	RIMMA0468	PRJNA300309	RIMMA0468_SRR2890167
SRR2890168	RIMMA0468	PRJNA300309	RIMMA0468_SRR2890168
SRR2890169	RIMMA0665	PRJNA300309	RIMMA0665_SRR2890169
SRR2890171	RIMMA0665	PRJNA300309	RIMMA0665_SRR2890171
SRR2890172	RIMMA0385	PRJNA300309	RIMMA0385_SRR2890172
SRR2890173	RIMMA0385	PRJNA300309	RIMMA0385_SRR2890173
SRR2891010	RIMMA0703	PRJNA300309	RIMMA0703_SRR2891010
SRR2891011	RIMMA0703	PRJNA300309	RIMMA0703_SRR2891011
SRR4999771	Tehuacan162	PRJNA352392	Tehuacan162_SRR4999771
SRR5663770	282set_Ms71	PRJNA389800	282set_Ms71_SRR5663770
SRR5663782	282set_VaW6	PRJNA389800	282set_VaW6_SRR5663782
SRR5664041	282set_B57	PRJNA389800	282set_B57_SRR5664041
SRR5725631	282set_B103	PRJNA389800	282set_B103_SRR5725631
SRR5725639	282set_VA102	PRJNA389800	282set_VA102_SRR5725639
SRR5725654	282set_H91	PRJNA389800	282set_H91_SRR5725654
SRR5725655	282set_H95	PRJNA389800	282set_H95_SRR5725655
SRR5725657	282set_HP301	PRJNA389800	282set_HP301_SRR5725657
SRR5725663	282set_A679	PRJNA389800	282set_A679_SRR5725663
SRR5725665	282set_A654	PRJNA389800	282set_A654_SRR5725665
SRR5725666	282set_A641	PRJNA389800	282set_A641_SRR5725666
SRR5725669	282set_A632	PRJNA389800	282set_A632_SRR5725669
SRR5725672	282set_A634	PRJNA389800	282set_A634_SRR5725672
SRR5725675	282set_T8	PRJNA389800	282set_T8_SRR5725675
SRR5725679	282set_NC336	PRJNA389800	282set_NC336_SRR5725679
SRR5725680	282set_NC328	PRJNA389800	282set_NC328_SRR5725680
SRR5725688	282set_IDS91	PRJNA389800	282set_IDS91_SRR5725688
SRR5725689	282set_IDS69	PRJNA389800	282set_IDS69_SRR5725689
SRR5725694	282set_4722	PRJNA389800	282set_4722_SRR5725694
SRR5725707	282set_Ki21	PRJNA389800	282set_Ki21_SRR5725707
SRR5725723	282set_R177	PRJNA389800	282set_R177_SRR5725723
SRR5725735	282set_CML158Q	PRJNA389800	282set_CML158Q_SRR5725735
SRR5725749	282set_L578	PRJNA389800	282set_L578_SRR5725749
SRR5725763	282set_Os420	PRJNA389800	282set_Os420_SRR5725763
SRR5725787	282set_Tzi18	PRJNA389800	282set_Tzi18_SRR5725787
SRR5725795	282set_A441-5	PRJNA389800	282set_A441-5_SRR5725795
SRR5725796	282set_A239	PRJNA389800	282set_A239_SRR5725796
SRR5725801	282set_38-11Goodman-Buckler	PRJNA389800	282set_38-11Goodman-Buckler_SRR5725801
SRR5725803	282set_CML331	PRJNA389800	282set_CML331_SRR5725803
SRR5725812	282set_VaW6	PRJNA389800	282set_VaW6_SRR5725812
SRR5725822	282set_Mt42	PRJNA389800	282set_Mt42_SRR5725822
SRR5725823	282set_Ms71	PRJNA389800	282set_Ms71_SRR5725823
SRR5725824	282set_Ms71	PRJNA389800	282set_Ms71_SRR5725824
SRR5725829	282set_Sg1533	PRJNA389800	282set_Sg1533_SRR5725829
SRR5725844	282set_CML77	PRJNA389800	282set_CML77_SRR5725844
SRR5725845	282set_CML69	PRJNA389800	282set_CML69_SRR5725845
SRR5725848	282set_B79	PRJNA389800	282set_B79_SRR5725848
SRR5725852	282set_C103	PRJNA389800	282set_C103_SRR5725852
SRR5725853	282set_B84	PRJNA389800	282set_B84_SRR5725853
SRR5725855	282set_C123	PRJNA389800	282set_C123_SRR5725855
SRR5725858	282set_CI187-2	PRJNA389800	282set_CI187-2_SRR5725858
SRR5725873	282set_D940Y	PRJNA389800	282set_D940Y_SRR5725873
SRR5725877	282set_CO255	PRJNA389800	282set_CO255_SRR5725877
SRR5725887	282set_Va59	PRJNA389800	282set_Va59_SRR5725887
SRR5725891	282set_B57	PRJNA389800	282set_B57_SRR5725891
SRR5725900	282set_NC262	PRJNA389800	282set_NC262_SRR5725900
SRR5725902	282set_NC258	PRJNA389800	282set_NC258_SRR5725902
SRR5725906	282set_CML311	PRJNA389800	282set_CML311_SRR5725906
SRR5725930	282set_A682	PRJNA389800	282set_A682_SRR5725930
SRR5962624	hmp3_ZEAxppRDLDIAAPEI-2	PRJNA399729	hmp3_ZEAxppRDLDIAAPEI-2_SRR5962624
SRR5962636	hmp3_MAIdgiRAWDIAAPEI-5	PRJNA399729	hmp3_MAIdgiRAWDIAAPEI-5_SRR5962636
SRR5962637	hmp3_MAIdgiRAXDIAAPEI-6	PRJNA399729	hmp3_MAIdgiRAXDIAAPEI-6_SRR5962637
SRR5962639	hmp3_MAIdgiRAYDIAAPEI-7	PRJNA399729	hmp3_MAIdgiRAYDIAAPEI-7_SRR5962639
SRR5962641	hmp3_MAIdgiRAYDIAAPEI-7	PRJNA399729	hmp3_MAIdgiRAYDIAAPEI-7_SRR5962641
SRR5962647	hmp3_ZEAxppRDHDIAAPEI-12	PRJNA399729	hmp3_ZEAxppRDHDIAAPEI-12_SRR5962647
SRR5962665	hmp3_MAIdgiRCIDIAAPEI-7	PRJNA399729	hmp3_MAIdgiRCIDIAAPEI-7_SRR5962665
SRR5962671	hmp3_ZEAxppRCWDIAAPEI-3	PRJNA399729	hmp3_ZEAxppRCWDIAAPEI-3_SRR5962671
SRR5962672	hmp3_ZEAxppRCXDIAAPEI-4	PRJNA399729	hmp3_ZEAxppRCXDIAAPEI-4_SRR5962672
SRR5962673	hmp3_ZEAxppRCXDIAAPEI-4	PRJNA399729	hmp3_ZEAxppRCXDIAAPEI-4_SRR5962673
SRR5962675	hmp3_ZEAxppRCUDIAAPEI-1	PRJNA399729	hmp3_ZEAxppRCUDIAAPEI-1_SRR5962675
SRR5962677	hmp3_ZEAxppRCVDIAAPEI-2	PRJNA399729	hmp3_ZEAxppRCVDIAAPEI-2_SRR5962677
SRR5962679	hmp3_ZEAxppRCYDIAAPEI-5	PRJNA399729	hmp3_ZEAxppRCYDIAAPEI-5_SRR5962679
SRR5962681	hmp3_MAIdgiRCKDIAAPEI-9	PRJNA399729	hmp3_MAIdgiRCKDIAAPEI-9_SRR5962681
SRR5962682	hmp3_ZEAxujRBCDIBAPE	PRJNA399729	hmp3_ZEAxujRBCDIBAPE_SRR5962682
SRR5962693	hmp3_MAIdgiRAPDIAAPEI-12	PRJNA399729	hmp3_MAIdgiRAPDIAAPEI-12_SRR5962693
SRR5962694	hmp3_MAIdgiRAPDIAAPEI-12	PRJNA399729	hmp3_MAIdgiRAPDIAAPEI-12_SRR5962694
SRR5962700	hmp3_MAIdgiRAMDIAAPEI-10	PRJNA399729	hmp3_MAIdgiRAMDIAAPEI-10_SRR5962700
SRR5962709	hmp3_MAIdgiRABDIAAPEI-2	PRJNA399729	hmp3_MAIdgiRABDIAAPEI-2_SRR5962709
SRR5962714	hmp3_ZEAxppRCODIAAPEI-9	PRJNA399729	hmp3_ZEAxppRCODIAAPEI-9_SRR5962714
SRR5962715	hmp3_ZEAxppRCODIAAPEI-9	PRJNA399729	hmp3_ZEAxppRCODIAAPEI-9_SRR5962715
SRR5962716	hmp3_ZEAxppRCODIAAPEI-9	PRJNA399729	hmp3_ZEAxppRCODIAAPEI-9_SRR5962716
SRR5962717	hmp3_ZEAxppRCJDIAAPEI-7	PRJNA399729	hmp3_ZEAxppRCJDIAAPEI-7_SRR5962717
SRR5962719	hmp3_ZEAxppRCPDIAAPEI-10	PRJNA399729	hmp3_ZEAxppRCPDIAAPEI-10_SRR5962719
SRR5962720	hmp3_ZEAxppRCPDIAAPEI-10	PRJNA399729	hmp3_ZEAxppRCPDIAAPEI-10_SRR5962720
SRR5962721	hmp3_ZEAxppRCPDIAAPEI-10	PRJNA399729	hmp3_ZEAxppRCPDIAAPEI-10_SRR5962721
SRR5962738	hmp3_MAIdgiRAWDIAAPEI-5	PRJNA399729	hmp3_MAIdgiRAWDIAAPEI-5_SRR5962738
SRR5962739	hmp3_MAIdgiRARDIAAPEI-1	PRJNA399729	hmp3_MAIdgiRARDIAAPEI-1_SRR5962739
SRR5962742	hmp3_ZEAxujRAWDIAAPE	PRJNA399729	hmp3_ZEAxujRAWDIAAPE_SRR5962742
SRR5962745	hmp3_MAIdgiRAVDIAAPEI-4	PRJNA399729	hmp3_MAIdgiRAVDIAAPEI-4_SRR5962745
SRR5962746	hmp3_MAIdgiRAVDIAAPEI-4	PRJNA399729	hmp3_MAIdgiRAVDIAAPEI-4_SRR5962746
SRR5962747	hmp3_ZEAxppRCHDIAAPEI-6	PRJNA399729	hmp3_ZEAxppRCHDIAAPEI-6_SRR5962747
SRR5962749	hmp3_ZEAxppRCGDIAAPEI-5	PRJNA399729	hmp3_ZEAxppRCGDIAAPEI-5_SRR5962749
SRR5962750	hmp3_ZEAxppRCHDIAAPEI-6	PRJNA399729	hmp3_ZEAxppRCHDIAAPEI-6_SRR5962750
SRR5962751	hmp3_ZEAxppRCFDIAAPEI-4	PRJNA399729	hmp3_ZEAxppRCFDIAAPEI-4_SRR5962751
SRR5962752	hmp3_ZEAxppRCGDIAAPEI-5	PRJNA399729	hmp3_ZEAxppRCGDIAAPEI-5_SRR5962752
SRR5962755	hmp3_ZEAxppRCBDIAAPEI-3	PRJNA399729	hmp3_ZEAxppRCBDIAAPEI-3_SRR5962755
SRR5962756	hmp3_ZEAxppRCDDIAAPEI-12	PRJNA399729	hmp3_ZEAxppRCDDIAAPEI-12_SRR5962756
SRR5962764	hmp3_ZEAxppRAZDIAAPEI-7	PRJNA399729	hmp3_ZEAxppRAZDIAAPEI-7_SRR5962764
SRR5962766	hmp3_ZEAxppRBCDIAAPEI-2	PRJNA399729	hmp3_ZEAxppRBCDIAAPEI-2_SRR5962766
SRR5962780	hmp3_ZEAxppRCBDIAAPEI-3	PRJNA399729	hmp3_ZEAxppRCBDIAAPEI-3_SRR5962780
SRR5962785	hmp3_ZEAxppRBYDIAAPEI-2	PRJNA399729	hmp3_ZEAxppRBYDIAAPEI-2_SRR5962785
SRR5962788	hmp3_ZEAxppRBUDIAAPEI-5	PRJNA399729	hmp3_ZEAxppRBUDIAAPEI-5_SRR5962788
SRR5962818	hmp3_MAIdgiRAKDIAAPEI-9	PRJNA399729	hmp3_MAIdgiRAKDIAAPEI-9_SRR5962818
SRR5962819	hmp3_MAIdgiRAKDIAAPEI-9	PRJNA399729	hmp3_MAIdgiRAKDIAAPEI-9_SRR5962819
SRR5962830	hmp3_ZEAxppRAFDIAAPEI-5	PRJNA399729	hmp3_ZEAxppRAFDIAAPEI-5_SRR5962830
SRR5962836	hmp3_ZEAxppRAHDIAAPEI-6	PRJNA399729	hmp3_ZEAxppRAHDIAAPEI-6_SRR5962836
SRR5962862	hmp3_ZEAxppRATDIAAPEI-12	PRJNA399729	hmp3_ZEAxppRATDIAAPEI-12_SRR5962862
SRR5962864	hmp3_ZEAxppRAUDIAAPEI-1	PRJNA399729	hmp3_ZEAxppRAUDIAAPEI-1_SRR5962864
SRR5962866	hmp3_ZEAxppRANDIAAPEI-10	PRJNA399729	hmp3_ZEAxppRANDIAAPEI-10_SRR5962866
SRR5976220	A272	PRJNA399729	A272_SRR5976220
SRR5976229	CML103	PRJNA399729	CML103_SRR5976229
SRR5976250	CML69	PRJNA399729	CML69_SRR5976250
SRR5976252	CML69	PRJNA399729	CML69_SRR5976252
SRR5976253	CML69	PRJNA399729	CML69_SRR5976253
SRR5976255	CML69	PRJNA399729	CML69_SRR5976255
SRR5976276	Oh40B	PRJNA399729	Oh40B_SRR5976276
SRR5976302	Mo17	PRJNA399729	Mo17_SRR5976302
SRR5976309	TIL15	PRJNA399729	TIL15_SRR5976309
SRR5976310	TIL25-TIP489.2	PRJNA399729	TIL25-TIP489.2_SRR5976310
SRR5976317	M37W	PRJNA399729	M37W_SRR5976317
SRR5976322	MM-1A	PRJNA399729	MM-1A_SRR5976322
SRR5976325	W22	PRJNA399729	W22_SRR5976325
SRR5976354	Tx601	PRJNA399729	Tx601_SRR5976354
SRR5976424	Ki3	PRJNA399729	Ki3_SRR5976424
SRR5976469	Ki21	PRJNA399729	Ki21_SRR5976469
SRR5976474	N6	PRJNA399729	N6_SRR5976474
SRR5976491	TIL14-TIP498.2	PRJNA399729	TIL14-TIP498.2_SRR5976491
SRR5976492	TIL09	PRJNA399729	TIL09_SRR5976492
SRR5976493	TIL10	PRJNA399729	TIL10_SRR5976493
SRR5976494	TIL03	PRJNA399729	TIL03_SRR5976494
SRR5976495	TIL05	PRJNA399729	TIL05_SRR5976495
SRR5976496	RIMMA0438	PRJNA399729	RIMMA0438_SRR5976496
SRR5976497	TIL01	PRJNA399729	TIL01_SRR5976497
SRR5976511	TIL11	PRJNA399729	TIL11_SRR5976511
SRR5991979	B73	PRJNA399729	B73_SRR5991979
SRR7477667	Z66	PRJNA479960	Z66_SRR7477667
SRR7477668	Z65	PRJNA479960	Z65_SRR7477668
SRR7477670	Z67	PRJNA479960	Z67_SRR7477670
SRR7477671	Arica5	PRJNA479960	Arica5_SRR7477671
SRR7477672	Arica4	PRJNA479960	Arica4_SRR7477672
SRR7477673	Z6	PRJNA479960	Z6_SRR7477673
SRR7477674	Z2	PRJNA479960	Z2_SRR7477674
SRR8906635	526018	PRJNA531553	526018_SRR8906635
SRR8906636	CML229	PRJNA531553	CML229_SRR8906636
SRR8906637	CIMBL29	PRJNA531553	CIMBL29_SRR8906637
SRR8906638	CML480	PRJNA531553	CML480_SRR8906638
SRR8906639	CIMBL111	PRJNA531553	CIMBL111_SRR8906639
SRR8906640	BT1	PRJNA531553	BT1_SRR8906640
SRR8906641	CML168	PRJNA531553	CML168_SRR8906641
SRR8906642	CML360	PRJNA531553	CML360_SRR8906642
SRR8906643	CML426	PRJNA531553	CML426_SRR8906643
SRR8906644	CML223	PRJNA531553	CML223_SRR8906644
SRR8906645	SW1611	PRJNA531553	SW1611_SRR8906645
SRR8906646	CIMBL146	PRJNA531553	CIMBL146_SRR8906646
SRR8906647	CML163	PRJNA531553	CML163_SRR8906647
SRR8906648	CIMBL51	PRJNA531553	CIMBL51_SRR8906648
SRR8906649	CIMBL16	PRJNA531553	CIMBL16_SRR8906649
SRR8906650	CML189	PRJNA531553	CML189_SRR8906650
SRR8906651	CML497	PRJNA531553	CML497_SRR8906651
SRR8906652	P138	PRJNA531553	P138_SRR8906652
SRR8906653	CIMBL155	PRJNA531553	CIMBL155_SRR8906653
SRR8906654	CIMBL15	PRJNA531553	CIMBL15_SRR8906654
SRR8906655	CIMBL39	PRJNA531553	CIMBL39_SRR8906655
SRR8906656	PH4VC	PRJNA531553	PH4VC_SRR8906656
SRR8906657	04K5702	PRJNA531553	04K5702_SRR8906657
SRR8906658	GEMS55	PRJNA531553	GEMS55_SRR8906658
SRR8906659	TX5	PRJNA531553	TX5_SRR8906659
SRR8906660	ZHENG58	PRJNA531553	ZHENG58_SRR8906660
SRR8906661	JI846	PRJNA531553	JI846_SRR8906661
SRR8906662	9642	PRJNA531553	9642_SRR8906662
SRR8906663	GEMS36	PRJNA531553	GEMS36_SRR8906663
SRR8906664	BY815	PRJNA531553	BY815_SRR8906664
SRR8906665	W138	PRJNA531553	W138_SRR8906665
SRR8906666	H21	PRJNA531553	H21_SRR8906666
SRR8906667	CIMBL137	PRJNA531553	CIMBL137_SRR8906667
