SRA_ID,Name,name_base,BioProject,key,grin_accession,grin_plant_name,grin_n_acc_for_key,risky,confident_match,pi_linked_in_sra2accession
SRR11301889,DH40,DH40,PRJNA609577,DH40,,,,,False,False
SRR11301890,PH207,PH207,PRJNA609577,PH207,PI 601005,PH207,1.0,False,True,True
SRR11301891,Y223,Y223,PRJNA609577,Y223,,,,,False,False
SRR11301892,811A,811A,PRJNA609577,811A,,,,,False,False
SRR11301893,Fu8501,Fu8501,PRJNA609577,FU8501,,,,,False,False
SRR11301894,Luosu3,Luosu3,PRJNA609577,LUOSU3,,,,,False,False
SRR11301895,PHGG7,PHGG7,PRJNA609577,PHGG7,PI 559938,PHGG7,1.0,False,True,True
SRR11301896,OQ101,OQ101,PRJNA609577,OQ101,PI 559919,OQ101,1.0,False,True,True
SRR11301897,MQ305,MQ305,PRJNA609577,MQ305,PI 559917,MQ305,1.0,False,True,True
SRR11301898,LH195,LH195,PRJNA609577,LH195,PI 537097,LH195,1.0,False,True,True
SRR11301901,18_599,18_599,PRJNA609577,18599,,,,,False,False
SRR11301902,PHH93,PHH93,PRJNA609577,PHH93,PI 601567,PHH93,1.0,False,True,True
SRR11301903,Lv28,Lv28,PRJNA609577,LV28,,,,,False,False
SRR11301904,Lv28,Lv28,PRJNA609577,LV28,,,,,False,False
SRR11301905,LH193,LH193,PRJNA609577,LH193,PI 539927,LH193,1.0,False,True,True
SRR11301906,Zong31,Zong31,PRJNA609577,ZONG31,,,,,False,False
SRR11301907,Zong31,Zong31,PRJNA609577,ZONG31,,,,,False,False
SRR11301908,87_1,87_1,PRJNA609577,871,,,,,False,False
SRR11301909,87_1,87_1,PRJNA609577,871,,,,,False,False
SRR11301910,Wu109,Wu109,PRJNA609577,WU109,,,,,False,False
SRR11301911,Wu109,Wu109,PRJNA609577,WU109,,,,,False,False
SRR11301916,RS_710,RS_710,PRJNA609577,RS710,PI 539930,RS 710,1.0,False,True,False
SRR11301932,CS405,CS405,PRJNA609577,CS405,PI 559916,CS405,1.0,False,True,True
SRR11301933,CS405,CS405,PRJNA609577,CS405,PI 559916,CS405,1.0,False,True,True
SRR11301934,ICI_893,ICI_893,PRJNA609577,ICI893,PI 559383,ICI 893,1.0,False,True,False
SRR11301935,ICI_893,ICI_893,PRJNA609577,ICI893,PI 559383,ICI 893,1.0,False,True,False
SRR11301936,ICI_441,ICI_441,PRJNA609577,ICI441,PI 559381,ICI 441,1.0,False,True,False
SRR11301937,K14,K14,PRJNA609577,K14,,,,,False,False
SRR11301938,ICI_441,ICI_441,PRJNA609577,ICI441,PI 559381,ICI 441,1.0,False,True,False
SRR11301939,ICI_193,ICI_193,PRJNA609577,ICI193,PI 559380,ICI 193,1.0,False,True,False
SRR11301940,ICI_193,ICI_193,PRJNA609577,ICI193,PI 559380,ICI 193,1.0,False,True,False
SRR11301941,LH222,LH222,PRJNA609577,LH222,PI 559375,LH222,1.0,False,True,True
SRR11301942,LH222,LH222,PRJNA609577,LH222,PI 559375,LH222,1.0,False,True,True
SRR11301943,LH214,LH214,PRJNA609577,LH214,PI 555660,LH214,1.0,False,True,True
SRR11301944,LH214,LH214,PRJNA609577,LH214,PI 555660,LH214,1.0,False,True,True
SRR11301945,83IBI3,83IBI3,PRJNA609577,83IBI3,PI 555651,83IBI3,1.0,False,True,True
SRR11301946,83IBI3,83IBI3,PRJNA609577,83IBI3,PI 555651,83IBI3,1.0,False,True,True
SRR11301947,LIBC_4,LIBC_4,PRJNA609577,LIBC4,PI 555650,LIBC 4,1.0,False,True,False
SRR11301948,Weifeng322,Weifeng322,PRJNA609577,WEIFENG322,,,,,False,False
SRR11301949,LIBC_4,LIBC_4,PRJNA609577,LIBC4,PI 555650,LIBC 4,1.0,False,True,False
SRR11301950,F118,F118,PRJNA609577,F118,PI 555462,F118,1.0,False,True,True
SRR11301951,F118,F118,PRJNA609577,F118,PI 555462,F118,1.0,False,True,True
SRR11301952,LH209,LH209,PRJNA609577,LH209,PI 554612,LH209,1.0,False,True,True
SRR11301953,LH209,LH209,PRJNA609577,LH209,PI 554612,LH209,1.0,False,True,True
SRR11301954,MBUB,MBUB,PRJNA609577,MBUB,PI 548839,MBUB,1.0,False,True,True
SRR11301955,MBUB,MBUB,PRJNA609577,MBUB,PI 548839,MBUB,1.0,False,True,True
SRR11301956,29MIBZ2,29MIBZ2,PRJNA609577,29MIBZ2,PI 548830,29MIBZ2,1.0,False,True,True
SRR11301961,PHM81,PHM81,PRJNA609577,PHM81,PI 548801,PHM81,1.0,False,True,True
SRR11301962,LH206,LH206,PRJNA609577,LH206,PI 538010,LH206,1.0,False,True,True
SRR11301963,LH163,LH163,PRJNA609577,LH163,PI 538008,LH163,1.0,False,True,True
SRR11301964,LH127,LH127,PRJNA609577,LH127,PI 538007,LH127,1.0,False,True,True
SRR11301965,2FACC,2FACC,PRJNA609577,2FACC,PI 601808,2FACC,1.0,False,True,True
SRR11301967,PHW43,PHW43,PRJNA609577,PHW43,PI 601792,PHW43,1.0,False,True,True
SRR11301968,PHP55,PHP55,PRJNA609577,PHP55,PI 601784,PHP55,1.0,False,True,True
SRR11301969,M14,M14,PRJNA609577,M14,PI 693398,M14,1.0,False,True,True
SRR11301970,WIL_8,WIL_8,PRJNA609577,WIL8,,,,,False,False
SRR11301971,WIL_7,WIL_7,PRJNA609577,WIL7,,,,,False,False
SRR11301972,WIL_11,WIL_11,PRJNA609577,WIL11,,,,,False,False
SRR11301973,Baiye4,Baiye4,PRJNA609577,BAIYE4,,,,,False,False
SRR11301974,8723,8723,PRJNA609577,8723,,,,,False,False
SRR11301975,WIL_14,WIL_14,PRJNA609577,WIL14,,,,,False,False
SRR11301976,WIL_3,WIL_3,PRJNA609577,WIL3,,,,,False,False
SRR11301978,F42,F42,PRJNA609577,F42,PI 601026,F42,1.0,False,True,True
SRR11301979,CT52C,CT52C,PRJNA609577,CT52C,,,,,False,False
SRR11301980,PHG35,PHG35,PRJNA609577,PHG35,PI 601008,PHG35,1.0,False,True,True
SRR11301981,WIL_5,WIL_5,PRJNA609577,WIL5,,,,,False,False
SRR11301982,Mo24W,Mo24W,PRJNA609577,MO24W,PI 587144,Mo24W,1.0,False,True,True
SRR11301983,ML606,ML606,PRJNA609577,ML606,PI 583774,ML606,1.0,False,True,True
SRR11301984,ML606,ML606,PRJNA609577,ML606,PI 583774,ML606,1.0,False,True,True
SRR11301985,29MIBZ2,29MIBZ2,PRJNA609577,29MIBZ2,PI 548830,29MIBZ2,1.0,False,True,True
SRR11301986,PHR58,PHR58,PRJNA609577,PHR58,PI 548805,PHR58,1.0,False,True,True
SRR11301987,C103,C103,PRJNA609577,C103,PI 693327,C103,1.0,False,True,True
SRR11301989,PHR58,PHR58,PRJNA609577,PHR58,PI 548805,PHR58,1.0,False,True,True
SRR11301995,PHN66,PHN66,PRJNA609577,PHN66,PI 548802,PHN66,1.0,False,True,True
SRR11301997,PHJ90,PHJ90,PRJNA609577,PHJ90,PI 548799,PHJ90,1.0,False,True,True
SRR11301998,PHJ90,PHJ90,PRJNA609577,PHJ90,PI 548799,PHJ90,1.0,False,True,True
SRR11301999,B14,B14,PRJNA609577,B14,NSL 65866,B14,1.0,False,True,True
SRR11302005,PHJ89,PHJ89,PRJNA609577,PHJ89,PI 548798,PHJ89,1.0,False,True,True
SRR11302006,PHJ89,PHJ89,PRJNA609577,PHJ89,PI 548798,PHJ89,1.0,False,True,True
SRR11302007,Lp215D,Lp215D,PRJNA609577,LP215D,PI 547107,Lp215D,1.0,False,True,True
SRR11302008,Lp215D,Lp215D,PRJNA609577,LP215D,PI 547107,Lp215D,1.0,False,True,True
SRR11302010,Aiji205,Aiji205,PRJNA609577,AIJI205,,,,,False,False
SRR11302013,HuangC,HuangC,PRJNA609577,HUANGC,,,,,False,False
SRR11302014,618,618,PRJNA609577,618,PI 520726,618,1.0,True,False,True
SRR11302016,HuangC,HuangC,PRJNA609577,HUANGC,,,,,False,False
SRR11302017,Ernan24,Ernan24,PRJNA609577,ERNAN24,,,,,False,False
SRR11302018,Ernan24,Ernan24,PRJNA609577,ERNAN24,,,,,False,False
SRR11302019,H21,H21,PRJNA609577,H21,PI 698956,H21,1.0,False,True,True
SRR11302020,H21,H21,PRJNA609577,H21,PI 698956,H21,1.0,False,True,True
SRR11302021,5237,5237,PRJNA609577,5237,,,,,False,False
SRR11302022,5237,5237,PRJNA609577,5237,,,,,False,False
SRR11302023,485,485,PRJNA609577,485,,,,,False,False
SRR11302024,485,485,PRJNA609577,485,,,,,False,False
SRR11302025,9010,9010,PRJNA609577,9010,,,,,False,False
SRR11302026,Longkang1,Longkang1,PRJNA609577,LONGKANG1,,,,,False,False
SRR11302027,9010,9010,PRJNA609577,9010,,,,,False,False
SRR11302028,Dan360,Dan360,PRJNA609577,DAN360,,,,,False,False
SRR11302029,Dan360,Dan360,PRJNA609577,DAN360,,,,,False,False
SRR11302030,Liao9586,Liao9586,PRJNA609577,LIAO9586,,,,,False,False
SRR11302031,Liao9586,Liao9586,PRJNA609577,LIAO9586,,,,,False,False
SRR11302032,Si273,Si273,PRJNA609577,SI273,,,,,False,False
SRR11302033,Si273,Si273,PRJNA609577,SI273,,,,,False,False
SRR11302034,Ying64,Ying64,PRJNA609577,YING64,PI 391666,YING-64,1.0,False,True,False
SRR11302035,Ying64,Ying64,PRJNA609577,YING64,PI 391666,YING-64,1.0,False,True,False
SRR11302036,Dian11,Dian11,PRJNA609577,DIAN11,,,,,False,False
SRR11302037,Diangu11A,Diangu11A,PRJNA609577,DIANGU11A,,,,,False,False
SRR11302038,Dian11,Dian11,PRJNA609577,DIAN11,,,,,False,False
SRR11302039,81565,81565,PRJNA609577,81565,,,,,False,False
SRR11302040,81565,81565,PRJNA609577,81565,,,,,False,False
SRR11302041,Ye8001,Ye8001,PRJNA609577,YE8001,,,,,False,False
SRR11302042,Ye8001,Ye8001,PRJNA609577,YE8001,,,,,False,False
SRR11302043,C8605_2,C8605_2,PRJNA609577,C86052,,,,,False,False
SRR11302044,C8605_2,C8605_2,PRJNA609577,C86052,,,,,False,False
SRR11302045,8902,8902,PRJNA609577,8902,,,,,False,False
SRR11302046,8902,8902,PRJNA609577,8902,,,,,False,False
SRR11302047,Huang428,Huang428,PRJNA609577,HUANG428,,,,,False,False
SRR11302048,Ken44,Ken44,PRJNA609577,KEN44,,,,,False,False
SRR11302049,Huang428,Huang428,PRJNA609577,HUANG428,,,,,False,False
SRR11302050,H152,H152,PRJNA609577,H152,,,,,False,False
SRR11302051,H152,H152,PRJNA609577,H152,,,,,False,False
SRR11302052,Danhuang02,Danhuang02,PRJNA609577,DANHUANG02,,,,,False,False
SRR11302053,Danhuang02,Danhuang02,PRJNA609577,DANHUANG02,,,,,False,False
SRR11302054,ZaC546,ZaC546,PRJNA609577,ZAC546,,,,,False,False
SRR11302055,ZaC546,ZaC546,PRJNA609577,ZAC546,,,,,False,False
SRR11302056,HZ85,HZ85,PRJNA609577,HZ85,,,,,False,False
SRR11302057,HZ85,HZ85,PRJNA609577,HZ85,,,,,False,False
SRR11302058,Dan599,Dan599,PRJNA609577,DAN599,,,,,False,False
SRR11302059,Dong17,Dong17,PRJNA609577,DONG17,,,,,False,False
SRR11302060,Oh43,Oh43,PRJNA609577,OH43,PI 690332,Oh43,1.0,False,True,True
SRR11302061,Cheng18,Cheng18,PRJNA609577,CHENG18,,,,,False,False
SRR11302062,7327,7327,PRJNA609577,7327,,,,,False,False
SRR11302063,Ji533,Ji533,PRJNA609577,JI533,,,,,False,False
SRR11302064,Suwan1611,Suwan1611,PRJNA609577,SUWAN1611,,,,,False,False
SRR11302065,Suwan1611,Suwan1611,PRJNA609577,SUWAN1611,,,,,False,False
SRR11302066,Ye52106,Ye52106,PRJNA609577,YE52106,,,,,False,False
SRR11302067,Ye52106,Ye52106,PRJNA609577,YE52106,,,,,False,False
SRR11302068,Nan21_3,Nan21_3,PRJNA609577,NAN213,,,,,False,False
SRR11302070,H49,H49,PRJNA609577,H49,PI 693348,H49,1.0,False,True,True
SRR11302073,Dan598,Dan598,PRJNA609577,DAN598,,,,,False,False
SRR11302074,Dan598,Dan598,PRJNA609577,DAN598,,,,,False,False
SRR11302075,Dan598,Dan598,PRJNA609577,DAN598,,,,,False,False
SRR11302080,A801,A801,PRJNA609577,A801,,,,,False,False
SRR11302086,WIL_19,WIL_19,PRJNA609577,WIL19,,,,,False,False
SRR11302087,WIL_19,WIL_19,PRJNA609577,WIL19,,,,,False,False
SRR11302088,WIL_19,WIL_19,PRJNA609577,WIL19,,,,,False,False
SRR11302089,WIL_20,WIL_20,PRJNA609577,WIL20,,,,,False,False
SRR11302090,WIL_20,WIL_20,PRJNA609577,WIL20,,,,,False,False
SRR11302091,DH65232,DH65232,PRJNA609577,DH65232,,,,,False,False
SRR11302092,WIL_20,WIL_20,PRJNA609577,WIL20,,,,,False,False
SRR11302096,LY16F,LY16F,PRJNA609577,LY16F,,,,,False,False
SRR11302099,WIL_17,WIL_17,PRJNA609577,WIL17,,,,,False,False
SRR11302100,WIL_17,WIL_17,PRJNA609577,WIL17,,,,,False,False
SRR11302101,WIL_17,WIL_17,PRJNA609577,WIL17,,,,,False,False
SRR11302102,Baihunhuang,Baihunhuang,PRJNA609577,BAIHUNHUANG,,,,,False,False
SRR11302103,WIL_18,WIL_18,PRJNA609577,WIL18,,,,,False,False
SRR11302104,WIL_18,WIL_18,PRJNA609577,WIL18,,,,,False,False
SRR11302105,WIL_18,WIL_18,PRJNA609577,WIL18,,,,,False,False
SRR11302106,Jian1495b,Jian1495b,PRJNA609577,JIAN1495B,,,,,False,False
SRR11302107,Jian1495b,Jian1495b,PRJNA609577,JIAN1495B,,,,,False,False
SRR11302108,Jian1495b,Jian1495b,PRJNA609577,JIAN1495B,,,,,False,False
SRR11302109,Jian1495a,Jian1495a,PRJNA609577,JIAN1495A,,,,,False,False
SRR11302110,178,178,PRJNA609577,178,,,,,False,False
SRR11302111,Huangzaosi,Huangzaosi,PRJNA609577,HUANGZAOSI,,,,,False,False
SRR11302112,WIL_16,WIL_16,PRJNA609577,WIL16,,,,,False,False
SRR11302113,Xu052,Xu052,PRJNA609577,XU052,,,,,False,False
SRR11302114,Xun92_8,Xun92_8,PRJNA609577,XUN928,,,,,False,False
SRR11302115,Xun92_8,Xun92_8,PRJNA609577,XUN928,,,,,False,False
SRR11302116,Q1261,Q1261,PRJNA609577,Q1261,,,,,False,False
SRR11302117,Q1261,Q1261,PRJNA609577,Q1261,,,,,False,False
SRR11302118,Denghai4866,Denghai4866,PRJNA609577,DENGHAI4866,,,,,False,False
SRR11302119,Denghai4866,Denghai4866,PRJNA609577,DENGHAI4866,,,,,False,False
SRR11302120,32,32,PRJNA609577,32,,,,,False,False
SRR11302121,32,32,PRJNA609577,32,,,,,False,False
SRR11302122,Ye107,Ye107,PRJNA609577,YE107,,,,,False,False
SRR11302123,Ye107,Ye107,PRJNA609577,YE107,,,,,False,False
SRR11302124,PHWG5,PHWG5,PRJNA609577,PHWG5,PI 559954,PHWG5,1.0,False,True,True
SRR11302125,ICI_740,ICI_740,PRJNA609577,ICI740,PI 559382,ICI 740,1.0,False,True,False
SRR11302126,912,912,PRJNA609577,912,PI 557557,912,1.0,True,False,True
SRR11302127,911,911,PRJNA609577,911,PI 557556,911,1.0,True,False,True
SRR11302128,PHR55,PHR55,PRJNA609577,PHR55,PI 548804,PHR55,1.0,False,True,True
SRR11302129,PHW51,PHW51,PRJNA609577,PHW51,PI 543849,PHW51,1.0,False,True,True
SRR11302130,LH192,LH192,PRJNA609577,LH192,PI 539926,LH192,1.0,False,True,True
SRR11302131,LH202,LH202,PRJNA609577,LH202,PI 539924,LH202,1.0,False,True,True
SRR11302132,S7913,S7913,PRJNA609577,S7913,,,,,False,False
SRR11302133,B12,B12,PRJNA609577,B12,,,,,False,False
SRR11302134,Ay420,Ay420,PRJNA609577,AY420,,,,,False,False
SRR11302135,H105W,H105W,PRJNA609577,H105W,PI 587127,H105W,1.0,False,True,True
SRR11302136,WIL_27,WIL_27,PRJNA609577,WIL27,,,,,False,False
SRR11302137,WIL_28,WIL_28,PRJNA609577,WIL28,,,,,False,False
SRR11302138,WIL_26,WIL_26,PRJNA609577,WIL26,,,,,False,False
SRR11302139,WIL_12,WIL_12,PRJNA609577,WIL12,,,,,False,False
SRR11302140,WIL_13,WIL_13,PRJNA609577,WIL13,,,,,False,False
SRR11302141,WIL_9,WIL_9,PRJNA609577,WIL9,,,,,False,False
SRR11302142,WIL_10,WIL_10,PRJNA609577,WIL10,,,,,False,False
SRR11302143,WIL_4,WIL_4,PRJNA609577,WIL4,,,,,False,False
SRR11302144,B37,B37,PRJNA609577,B37,PI 550467,B37,1.0,False,True,True
SRR11302145,Ji53,Ji53,PRJNA609577,JI53,,,,,False,False
SRR11302147,Ye502,Ye502,PRJNA609577,YE502,,,,,False,False
SRR11302148,WIL_1,WIL_1,PRJNA609577,WIL1,,,,,False,False
SRR11302149,WIL_2,WIL_2,PRJNA609577,WIL2,,,,,False,False
SRR11302150,A659,A659,PRJNA609577,A659,PI 693402,A659,1.0,False,True,True
SRR11302151,Shuang741,Shuang741,PRJNA609577,SHUANG741,,,,,False,False
SRR11302152,3H_2,3H_2,PRJNA609577,3H2,,,,,False,False
SRR11302153,B98,B98,PRJNA609577,B98,PI 564683,B98,1.0,False,True,True
SRR11302154,FusheA,FusheA,PRJNA609577,FUSHEA,,,,,False,False
SRR11302155,M9,M9,PRJNA609577,M9,,,,,False,False
SRR11302156,Yu82,Yu82,PRJNA609577,YU82,,,,,False,False
SRR11302158,PHG39,PHG39,PRJNA609577,PHG39,PI 600981,PHG39,1.0,False,True,True
SRR11302159,ZK11M,ZK11M,PRJNA609577,ZK11M,,,,,False,False
SRR11302160,PHT73,PHT73,PRJNA609577,PHT73,PI 559950,PHT73,1.0,False,True,True
SRR11302161,LH213,LH213,PRJNA609577,LH213,PI 547090,LH213,1.0,False,True,True
SRR11302162,ZS01250,ZS01250,PRJNA609577,ZS01250,PI 595616,ZS01250,1.0,False,True,True
SRR11302163,ZS01250,ZS01250,PRJNA609577,ZS01250,PI 595616,ZS01250,1.0,False,True,True
SRR11302164,6M502A,6M502A,PRJNA609577,6M502A,PI 546484,6M502A,1.0,False,True,True
SRR11302165,904,904,PRJNA609577,904,PI 560317,904,1.0,True,False,True
SRR11302166,904,904,PRJNA609577,904,PI 560317,904,1.0,True,False,True
SRR11302174,PHVA9,PHVA9,PRJNA609577,PHVA9,PI 559953,PHVA9,1.0,False,True,True
SRR11302175,PHT55,PHT55,PRJNA609577,PHT55,PI 601498,PHT55,1.0,False,True,True
SRR11302176,PHVA9,PHVA9,PRJNA609577,PHVA9,PI 559953,PHVA9,1.0,False,True,True
SRR11302177,PHV53,PHV53,PRJNA609577,PHV53,PI 559952,PHV53,1.0,False,True,True
SRR11302178,PHPR5,PHPR5,PRJNA609577,PHPR5,PI 559945,PHPR5,1.0,False,True,True
SRR11302179,PHP85,PHP85,PRJNA609577,PHP85,PI 559944,PHP85,1.0,False,True,True
SRR11302180,OS602,OS602,PRJNA609577,OS602,PI 559921,OS602,1.0,False,True,True
SRR11302181,OS602,OS602,PRJNA609577,OS602,PI 559921,OS602,1.0,False,True,True
SRR11302182,OQ403,OQ403,PRJNA609577,OQ403,PI 559920,OQ403,1.0,False,True,True
SRR11302183,OQ403,OQ403,PRJNA609577,OQ403,PI 559920,OQ403,1.0,False,True,True
SRR11302186,Tian4,Tian4,PRJNA609577,TIAN4,,,,,False,False
SRR11302189,LH191,LH191,PRJNA609577,LH191,PI 539925,LH191,1.0,False,True,True
SRR11302190,LH190,LH190,PRJNA609577,LH190,PI 539922,LH190,1.0,False,True,True
SRR11302191,27_263,27_263,PRJNA609577,27263,,,,,False,False
SRR11302192,LH190,LH190,PRJNA609577,LH190,PI 539922,LH190,1.0,False,True,True
SRR11302193,LH160,LH160,PRJNA609577,LH160,PI 539920,LH160,1.0,False,True,True
SRR11302194,LH160,LH160,PRJNA609577,LH160,PI 539920,LH160,1.0,False,True,True
SRR11302195,PHN82,PHN82,PRJNA609577,PHN82,PI 601783,PHN82,1.0,False,True,True
SRR11302196,PHN82,PHN82,PRJNA609577,PHN82,PI 601783,PHN82,1.0,False,True,True
SRR11302197,E8501,E8501,PRJNA609577,E8501,PI 601724,E8501,1.0,False,True,True
SRR11302198,E8501,E8501,PRJNA609577,E8501,PI 601724,E8501,1.0,False,True,True
SRR12460347,ACC.29778,ACC.29778,PRJNA641489,ACC29778,,,,,False,False
SRR12460348,ACC.12825,ACC.12825,PRJNA641489,ACC12825,,,,,False,False
SRR12460349,ACC.29777,ACC.29777,PRJNA641489,ACC29777,,,,,False,False
SRR12460350,ACC.29776,ACC.29776,PRJNA641489,ACC29776,,,,,False,False
SRR12460351,ACC.29774,ACC.29774,PRJNA641489,ACC29774,,,,,False,False
SRR12460352,ACC.8768,ACC.8768,PRJNA641489,ACC8768,,,,,False,False
SRR12460353,ACC.29772,ACC.29772,PRJNA641489,ACC29772,,,,,False,False
SRR12460354,ACC.29771,ACC.29771,PRJNA641489,ACC29771,,,,,False,False
SRR12460355,ACC.29770,ACC.29770,PRJNA641489,ACC29770,,,,,False,False
SRR12460356,ACC.29769,ACC.29769,PRJNA641489,ACC29769,,,,,False,False
SRR12460357,ACC.29783,ACC.29783,PRJNA641489,ACC29783,,,,,False,False
SRR12460358,ACC.29780,ACC.29780,PRJNA641489,ACC29780,,,,,False,False
SRR12460359,ACC.29779,ACC.29779,PRJNA641489,ACC29779,,,,,False,False
SRR12460360,ACC.29768,ACC.29768,PRJNA641489,ACC29768,,,,,False,False
SRR12460361,ACC.27495,ACC.27495,PRJNA641489,ACC27495,,,,,False,False
SRR12460362,ACC.27494,ACC.27494,PRJNA641489,ACC27494,,,,,False,False
SRR12460363,ACC.8767,ACC.8767,PRJNA641489,ACC8767,,,,,False,False
SRR12460364,ACC.27493,ACC.27493,PRJNA641489,ACC27493,,,,,False,False
SRR12460365,ACC.27492,ACC.27492,PRJNA641489,ACC27492,,,,,False,False
SRR12460366,ACC.27491,ACC.27491,PRJNA641489,ACC27491,,,,,False,False
SRR12460367,ACC.27490,ACC.27490,PRJNA641489,ACC27490,,,,,False,False
SRR12460368,ACC.27489,ACC.27489,PRJNA641489,ACC27489,,,,,False,False
SRR12460369,ACC.27488,ACC.27488,PRJNA641489,ACC27488,,,,,False,False
SRR12460370,ACC.27479b,ACC.27479b,PRJNA641489,ACC27479B,,,,,False,False
SRR12460371,ACC.27481b,ACC.27481b,PRJNA641489,ACC27481B,,,,,False,False
SRR12460372,ACC.27487,ACC.27487,PRJNA641489,ACC27487,,,,,False,False
SRR12460373,ACC.27483,ACC.27483,PRJNA641489,ACC27483,,,,,False,False
SRR12460374,ACC.8766,ACC.8766,PRJNA641489,ACC8766,,,,,False,False
SRR12460375,ACC.27482,ACC.27482,PRJNA641489,ACC27482,,,,,False,False
SRR12460376,ACC.8758,ACC.8758,PRJNA641489,ACC8758,,,,,False,False
SRR12460377,ACC.8759,ACC.8759,PRJNA641489,ACC8759,,,,,False,False
SRR12460378,ACC.8749,ACC.8749,PRJNA641489,ACC8749,,,,,False,False
SRR12460379,ACC.11397,ACC.11397,PRJNA641489,ACC11397,,,,,False,False
SRR12460380,ACC.11407,ACC.11407,PRJNA641489,ACC11407,,,,,False,False
SRR12460381,ACC.11406,ACC.11406,PRJNA641489,ACC11406,,,,,False,False
SRR12460382,ACC.11405,ACC.11405,PRJNA641489,ACC11405,,,,,False,False
SRR12460383,ACC.11396,ACC.11396,PRJNA641489,ACC11396,,,,,False,False
SRR12460384,ACC.8755,ACC.8755,PRJNA641489,ACC8755,,,,,False,False
SRR12460385,ACC.11392,ACC.11392,PRJNA641489,ACC11392,,,,,False,False
SRR12460386,ACC.11391,ACC.11391,PRJNA641489,ACC11391,,,,,False,False
SRR12460387,ACC.11390,ACC.11390,PRJNA641489,ACC11390,,,,,False,False
SRR12460388,ACC.11389,ACC.11389,PRJNA641489,ACC11389,,,,,False,False
SRR12460389,ACC.11388,ACC.11388,PRJNA641489,ACC11388,,,,,False,False
SRR12460390,ACC.11387,ACC.11387,PRJNA641489,ACC11387,,,,,False,False
SRR12460391,ACC.11386,ACC.11386,PRJNA641489,ACC11386,,,,,False,False
SRR12460392,ACC.11385,ACC.11385,PRJNA641489,ACC11385,,,,,False,False
SRR12460393,ACC.11395,ACC.11395,PRJNA641489,ACC11395,,,,,False,False
SRR12460394,ACC.11394,ACC.11394,PRJNA641489,ACC11394,,,,,False,False
SRR12460395,ACC.8754,ACC.8754,PRJNA641489,ACC8754,,,,,False,False
SRR12460396,ACC.11393,ACC.11393,PRJNA641489,ACC11393,,,,,False,False
SRR12460397,ACC.11384,ACC.11384,PRJNA641489,ACC11384,,,,,False,False
SRR12460398,ACC.11376,ACC.11376,PRJNA641489,ACC11376,,,,,False,False
SRR12460399,ACC.11375,ACC.11375,PRJNA641489,ACC11375,,,,,False,False
SRR12460400,ACC.11374,ACC.11374,PRJNA641489,ACC11374,,,,,False,False
SRR12460401,ACC.11373,ACC.11373,PRJNA641489,ACC11373,,,,,False,False
SRR12460402,ACC.11372,ACC.11372,PRJNA641489,ACC11372,,,,,False,False
SRR12460403,ACC.11371,ACC.11371,PRJNA641489,ACC11371,,,,,False,False
SRR12460404,ACC.11370,ACC.11370,PRJNA641489,ACC11370,,,,,False,False
SRR12460405,ACC.11369,ACC.11369,PRJNA641489,ACC11369,,,,,False,False
SRR12460406,ACC.8753,ACC.8753,PRJNA641489,ACC8753,,,,,False,False
SRR12460407,ACC.11383,ACC.11383,PRJNA641489,ACC11383,,,,,False,False
SRR12460408,ACC.11378,ACC.11378,PRJNA641489,ACC11378,,,,,False,False
SRR12460409,ACC.11377,ACC.11377,PRJNA641489,ACC11377,,,,,False,False
SRR12460410,ACC.11368,ACC.11368,PRJNA641489,ACC11368,,,,,False,False
SRR12460411,ACC.11364,ACC.11364,PRJNA641489,ACC11364,,,,,False,False
SRR12460412,ACC.11363,ACC.11363,PRJNA641489,ACC11363,,,,,False,False
SRR12460413,ACC.11362,ACC.11362,PRJNA641489,ACC11362,,,,,False,False
SRR12460414,ACC.11361,ACC.11361,PRJNA641489,ACC11361,,,,,False,False
SRR12460415,ACC.11360,ACC.11360,PRJNA641489,ACC11360,,,,,False,False
SRR12460416,ACC.11359,ACC.11359,PRJNA641489,ACC11359,,,,,False,False
SRR12460417,ACC.8752,ACC.8752,PRJNA641489,ACC8752,,,,,False,False
SRR12460418,ACC.11358,ACC.11358,PRJNA641489,ACC11358,,,,,False,False
SRR12460419,ACC.11357,ACC.11357,PRJNA641489,ACC11357,,,,,False,False
SRR12460420,ACC.11367,ACC.11367,PRJNA641489,ACC11367,,,,,False,False
SRR12460421,ACC.11366,ACC.11366,PRJNA641489,ACC11366,,,,,False,False
SRR12460422,ACC.11365,ACC.11365,PRJNA641489,ACC11365,,,,,False,False
SRR12460423,ACC.11356,ACC.11356,PRJNA641489,ACC11356,,,,,False,False
SRR12460424,ACC.11352,ACC.11352,PRJNA641489,ACC11352,,,,,False,False
SRR12460425,ACC.11083,ACC.11083,PRJNA641489,ACC11083,,,,,False,False
SRR12460426,ACC.10003,ACC.10003,PRJNA641489,ACC10003,,,,,False,False
SRR12460427,ACC.9479,ACC.9479,PRJNA641489,ACC9479,,,,,False,False
SRR12460428,ACC.8751,ACC.8751,PRJNA641489,ACC8751,,,,,False,False
SRR12460429,ACC.9478,ACC.9478,PRJNA641489,ACC9478,,,,,False,False
SRR12460430,ACC.9477,ACC.9477,PRJNA641489,ACC9477,,,,,False,False
SRR12460431,ACC.9476,ACC.9476,PRJNA641489,ACC9476,,,,,False,False
